text,sentiment,labels
"Phòng ??p, view bi?n và ph?c v? r?t nhi?t tình, bãi t?m r?t ti?n nghi.",1,"['FACILITIES#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'ROOMS#DESIGN&FEATURES', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
":) r?t g?n khu trung tâm, r?t ti?n ?i l?i và di chuy?n ??n các khu v?c th?m quan lân c?n.",1,['HOTEL#GENERAL']
R?t g?n các quán Bar và các khu trung tâm mua s?m.,1,['FOOD&DRINKS#MISCELLANEOUS']
Tôi ?ã có th?i gian l?u trú t?i KS 1 tu?n.,1,['HOTEL#GENERAL']
"Gia ?ình tôi ?ã vô cùng tho?i mái, vui v? khi l?u trú t?i ?ây, b?a sáng phong phú, r?t ngon mi?ng, ph?c v? chu ?áo, ni?m n?, thân thi?n.",1,"['FACILITIES#COMFORT', 'FOOD&DRINKS#QUALITY', 'FOOD&DRINKS#STYLE&OPTIONS', 'SERVICE#GENERAL']"
"KS ? ngay v? trí trung tâm nên vô cùng thu?n ti?n, t?m nhìn ra bi?n r?t ??p.",1,"['FACILITIES#DESIGN&FEATURES', 'LOCATION#GENERAL']"
khi tr? l?i Nha trang tôi s? ti?p t?c ch?n Havana!,1,['HOTEL#GENERAL']
"Quá t? h?i.S?nh khách s?n, trong thang máy hay h? b?i ??u ?n nh? m?t cái ch?.",0,"['FACILITIES#GENERAL', 'FACILITIES#QUALITY', 'FOOD&DRINKS#QUALITY', 'HOTEL#GENERAL']"
Thang máy thì r?i r?t ?? ?n t? buffet (d?a h?u) nh?ng không ai d?n.,0,['FOOD&DRINKS#STYLE&OPTIONS']
V?i giá c? c?a m?t khách s?n 5 sao nh? th? này thì không h? t??ng x?ng.,0,"['FACILITIES#PRICES', 'HOTEL#GENERAL', 'HOTEL#QUALITY']"
"Gia ?ình ?ã có 1 kì ngh? tuy?t v?i t?i Havana, Phòng r?ng rãi, view ??p, buffe khá phong phú và ngon nh?t là món bánh cu?n.",1,"['FACILITIES#DESIGN&FEATURES', 'FOOD&DRINKS#QUALITY', 'FOOD&DRINKS#STYLE&OPTIONS', 'ROOMS#GENERAL']"
"Giá phòng h?p ly, l?n sau gia ?ình nh?t ??nh s? ? l?i ?ây khi ??n Nha Trang du l?ch",1,"['ROOMS#GENERAL', 'ROOMS#PRICES']"
r?t t?t tôi r?t thích khách s?n c?a các b?n.,1,"['FACILITIES#QUALITY', 'HOTEL#GENERAL']"
trong chuy?n ?i s?p t?i tôi s? ch?n khách s?n c?a b?n ti?p t?c.,1,['HOTEL#GENERAL']
Nhân viên ph?c v? r?t ân c?n và chu ?áo d?ch v? c?ng r?t t?t.Phòng khách s?n r?t ??p v?i view nhìn ra th?ng bi?n,1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#QUALITY', 'HOTEL#GENERAL', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
"Phòng ?c s?ch ??p, mình ? phòng view nhìn ra bi?n.",1,"['FACILITIES#CLEANLINESS', 'FACILITIES#DESIGN&FEATURES', 'ROOMS#GENERAL']"
"Các d?ch v? ??u t?t, nhân viên nhi?t tình thân thi?n.",1,"['FACILITIES#QUALITY', 'SERVICE#GENERAL']"
"Các anh khuân vác hành lý r?t d? th??ng, mang giúp ??n t?n phòng và r?t vui v?, không có tí gì t? v? khó ch?u c?.",1,['ROOMS#GENERAL']
Nhân viên l? tân gi?i quy?t các v?n ?? phát sinh trong k? ngh? r?t t?t,1,"['FACILITIES#QUALITY', 'HOTEL#MISCELLANEOUS', 'SERVICE#GENERAL']"
"Tôi khá hài lòng v? d?ch v?, ti?n nghi phòng khách san, v? trí, ph?c v? ?n sáng c?a khách s?n, ???ng h?m ra bi?n, l? tân, ??i ng? ph?c v?, và các ti?n ích khác c?a khách s?n.?i?u tôi ch?a thích l?m là khách Trung Qu?c nhi?u quá.",1,"['FACILITIES#COMFORT', 'FACILITIES#GENERAL', 'HOTEL#GENERAL', 'LOCATION#GENERAL', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
khách s?n nên s?a thi?t k? b?n t?m ?? không b? r? n??c ra sàn .,0,"['FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL']"
Ngoài ra k nên s? d?ng dép ?i trong phòng lo?i m?ng và d? tr?n tr??t nh? hi?n nay (tôi ?ã b? ch?n th??ng vì tr??t chân trong khu v?c toilet),0,['ROOMS#GENERAL']
"Chuy?n ?i ngh? d??ng th?t tuy?t cho c?p ?ôi c?a chúng tôi , m?i th? ??u r?t t?t , l?n nào t? M? v? chúng tôi ??u ? ?ây ,cãm th?y th?t an tâm và tho?i mái v?i các d?ch v? xông h?i , spa , gym , ?ây là ?i?u mà chúng tôi r?t thích !",1,"['FACILITIES#COMFORT', 'FACILITIES#QUALITY', 'SERVICE#GENERAL']"
Tôi ?ã có 1 k? ngh? r?t tho?i mái và ti?n nghi t?i Khách S?n Havana Nha Trang.,1,"['FACILITIES#COMFORT', 'HOTEL#GENERAL', 'HOTEL#MISCELLANEOUS']"
"Khách s?n r?t ??p, phòng ?c ti?n nghi, ??c bi?t là view phòng h??ng bi?n - tôi r?t thích ?i?u này!",1,"['FACILITIES#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL', 'ROOMS#GENERAL']"
C?m ?n r?t nhi?u và tôi s? quay l?i khi có d?p!,1,['HOTEL#GENERAL']
:),1,['HOTEL#GENERAL']
"Khách s?n ph?c v? t?t, thân thi?n nh?ng có quá nhi?u khách Trung Qu?c nên nhân viên ph?c v? c?ng bông d?ng tr? thành ng??i Trung Qu?c khi c?a mi?ng luôn là các câu chào, hyoir th?m b?ng ti?ng Trung t?o c?m giác cho khách Vi?t khi ? khách s?n nh? th? ?ang là du khách n??c ngoài ? 1 khách s?n Trung Qu?c.",0,"['FACILITIES#QUALITY', 'HOTEL#GENERAL', 'SERVICE#GENERAL']"
Tháng 12 r?i tôi ?ã ??n nha trang và ch?n havana là ??a ?i?m d?ng chân ?? b?t ??u hành trình tr?i nghi?m ? ?ó .,1,['FACILITIES#MISCELLANEOUS']
"Th?t s? mà nói , tôi r?t hài lòng v? khách s?n , t? ch?t l??ng ph?c v? cho ??n n?i th?t  .",1,"['FACILITIES#QUALITY', 'HOTEL#GENERAL', 'SERVICE#GENERAL']"
R?t ??t yêu c?u v?i tiêu chu?n c?a 1 khách s?n 5 sao c?ng nh? phù h?p v?i giá c? .,1,"['FACILITIES#PRICES', 'HOTEL#GENERAL', 'HOTEL#QUALITY']"
"L?n sau quay l?i nha trang , tôi v?n s? ti?p t?c l?a ch?n havana",1,['HOTEL#GENERAL']
"Phòng view ?n, nh?ng nhi?u khách tq, ?n ào, v? trí ??p, b? b?i nh? và k ??p .",1,"['FACILITIES#DESIGN&FEATURES', 'LOCATION#GENERAL', 'ROOMS#GENERAL']"
"V?i giá phòng 100usd thì ch?a ph?i là giâ t?t, l? tân ch?a chuyên nghi?p l?m.",1,"['FACILITIES#QUALITY', 'ROOMS#GENERAL', 'ROOMS#PRICES']"
Phòng xông h?i t?t.,1,"['FACILITIES#QUALITY', 'ROOMS#GENERAL']"
?n sáng khá phong phú.,1,['FOOD&DRINKS#STYLE&OPTIONS']
Skylight khá ??p .,1,['FACILITIES#DESIGN&FEATURES']
Nh?ng v?n vé vào c?a.,1,['HOTEL#GENERAL']
"Khách s?n s?ch ??p, NV than thi?n chuyên nghi?p, ?n sáng ngon.",1,"['FACILITIES#CLEANLINESS', 'FACILITIES#DESIGN&FEATURES', 'FOOD&DRINKS#QUALITY', 'HOTEL#GENERAL']"
Sau có d?p vào nha trang toi s? l?a ch?n KS nàyC?m ?n các b?nM?t k? ngh? tuy?t v?iToi s? gi?i thi?u cho b?n bè ?? cùng t?n h??ng DV t?t,1,"['FACILITIES#QUALITY', 'HOTEL#MISCELLANEOUS']"
"có quá nhi?u khách TQ m?t l?ch s?, ?n ào, ?n sáng r?t m?t tr?t t?, không còn vip n?a.",0,['HOTEL#GENERAL']
"chen l?n l?y th?c ?n, b? nhi?u th?c ?n bu?i sáng, ?ông quá ng?i chung bàn, nói chuy?n to ti?ng m?t l?ch s?, cách ph?c v? khách s?n kém h?n tr??c .",0,"['FOOD&DRINKS#QUALITY', 'HOTEL#GENERAL', 'SERVICE#GENERAL']"
"khach san co view bai bien, dep.",0,['HOTEL#GENERAL']
"khach san co qua nhieu khach trung quoc dan den gay on ao, lam cho chat luong nghi duong giam dang ke.",0,['HOTEL#GENERAL']
trang bi trong phong kha thoai mai.,0,['HOTEL#GENERAL']
vat dung va do tang kem khong xung tam cho dich vu  nam sao va chi phi phong.,0,['HOTEL#GENERAL']
"Khách s?n Havana Nha Trang n?m ? trung tâm thành ph?, có view nhìn r?t ??p ra bãi bi?n và V?nh Nha Trang.",1,"['FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL', 'LOCATION#GENERAL']"
Phòng ?c ti?n nghi ???c thi?t k? h?p lý và s?ch s?.,1,"['FACILITIES#CLEANLINESS', 'FACILITIES#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'FACILITIES#PRICES', 'HOTEL#PRICES', 'ROOMS#GENERAL']"
Th?c ??n ?n sáng khá phong phú.,1,['FOOD&DRINKS#STYLE&OPTIONS']
Tôi s? còn quay l?i Nha Trang và Ks Havana là m?t l?a ch?n hàng ??u c?a tôi và gia ?ình.,1,['HOTEL#GENERAL']
"Phòng s?ch ??p, ng?n n?p, ti?n nghi.",1,"['FACILITIES#CLEANLINESS', 'FACILITIES#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'ROOMS#CLEANLINESS', 'ROOMS#GENERAL']"
"N?u ?i Nha trang tôi s? quay l?i n?i này ?? th??ng th?c bia trên t?ng th??ng Skybar.Khách s?n có ???ng riêng ra bãi t?m Nha trang r?t h?u ích, g?n các t? ?i?m ?n, ch?i ?i l?i d? dàng.",1,"['FOOD&DRINKS#MISCELLANEOUS', 'HOTEL#GENERAL']"
Tôi r?t hài lòng v?i Havana Nha Trang.,1,['HOTEL#GENERAL']
"Khách s?n ? v? trí trung tâm thu?n ti?n, view nhìn ra bi?n th?t ??p và lãng m?n.",1,"['FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL', 'LOCATION#GENERAL']"
"Phòng ?c thi?t k? khá h?p lý, ti?n nghi và s?ch s?.",1,"['FACILITIES#CLEANLINESS', 'FACILITIES#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'FACILITIES#PRICES', 'HOTEL#PRICES', 'ROOMS#GENERAL']"
Nhân viên nhi?t tình chu ?áo v?i khách hàng.,1,['SERVICE#GENERAL']
Tôi s? còn quay l?i Nha Trang nhi?u và Havana Nha Trang s? là l?a ch?n hàng ??u c?a tôi và t?i s? gi?i thi?u cho b?n bè mình v? khách s?n này.,1,['HOTEL#GENERAL']
"Phòng ??p, sáng, view r?t ??p, nhi?u ti?n ích.S?ch s?, g?n gàng, mùi th?m d? ch?uNhân viên ph?c v?: l?ch s?, vui v?, nhi?t tình.Có khu t?m bi?n riêng và h? b?i ??pNói chung là r?t tuy?t v?i, x?ng t?m là 01 khách s?n 5 sao.Cám ?n khách s?n, chúng tôi ?ã có m?t k? ngh? thú v?Mong r?ng l?n sau chúng tôi c?ng ???c ph?c v? và ???c ?u ?ãi t?t",1,"['FACILITIES#CLEANLINESS', 'FACILITIES#DESIGN&FEATURES', 'FACILITIES#GENERAL', 'FACILITIES#QUALITY', 'HOTEL#GENERAL', 'HOTEL#MISCELLANEOUS', 'HOTEL#QUALITY', 'ROOMS#DESIGN&FEATURES', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
Nhin Chung la rat tot .de nghi khach tu Trung Quoc giu trat tu va lich du cu Xu co van hoa Dac biet trong khi an sang .kinh mong kha?ch san linh dong giu?p do to bay duoc Check in truoc .,0,['HOTEL#GENERAL']
Vi thoi gian cua to bay ra?t thát th???ng .xin cam on,0,['HOTEL#GENERAL']
Phòng ?c c?a khách s?n ??u có view ng?m bi?n r?t lãng m?n.,1,"['HOTEL#GENERAL', 'ROOMS#GENERAL']"
"Phòng thi?t k? r?t g?n gàng và h?p lí nh?ng c?ng không kém ph?n ti?n nghi, sang tr?ng.",1,"['FACILITIES#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'HOTEL#DESIGN&FEATURES', 'ROOMS#GENERAL']"
"Ngoài ra, buffet sáng r?t ?a d?ng v?i nhi?u món ?n l?, ngon mi?ng!",1,"['FOOD&DRINKS#QUALITY', 'FOOD&DRINKS#STYLE&OPTIONS']"
"Phòng view ??p, nhân viên ti?p tân l?ch s?.",1,"['FACILITIES#DESIGN&FEATURES', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
Check in và check out t?m ???c.,1,['HOTEL#GENERAL']
Món ?n buffet bu?i sáng ch?a phong phú.,1,"['FOOD&DRINKS#QUALITY', 'FOOD&DRINKS#STYLE&OPTIONS']"
"H? b?i h?i nh?, và nhân viên h? b?i ch?a ph?c v? khách t?t, k thân thi?n.",1,"['FACILITIES#GENERAL', 'FACILITIES#QUALITY', 'SERVICE#GENERAL']"
"Nói chung ?ây là 1 KS t?t, và s? quay tr? l?i vào l?n sau.",1,['FACILITIES#QUALITY']
Khách s?n nói chung cungx ???c.,1,['HOTEL#GENERAL']
So v?i khách s?n 5 sao tôi ?ã ? t?i Nha Trang thì ks kém h?n.,1,"['HOTEL#GENERAL', 'HOTEL#QUALITY']"
"Nhân viên có 30% là r?t l?nh lùng và ??c bi?t nhân viên bãi bi?n ??n h d?n gh? c?t ?i ko nh?c khách mà c? gom h?t ?? l?i ?? 1 ch?, khi lên thì th?y gh? thu t? lúc nào và ?? thì ?? 1 bên.",1,"['LOCATION#GENERAL', 'SERVICE#GENERAL']"
Skylight thì r?t ?n t??ng- ?ây là ?i?m c?ng cao nh?t c?a khách s?n.,1,['HOTEL#GENERAL']
"Phong Club Suite rat dep, quang canh nhin tu tang 30 rat tuyet ( ban dem cung nhu ban ngay ).",1,['HOTEL#GENERAL']
"Nhan vien thi lich su , vui ve , nha nhan .",1,['HOTEL#GENERAL']
Vo chong minh rat hai long khi duoc trai nghiem tai khach san.,1,['HOTEL#GENERAL']
Gia ?ình tôi ?ã có k? ngh? d??ng tuy?t v?i.,2,['HOTEL#MISCELLANEOUS']
M?i th? ??u r?t t?t.,2,['FACILITIES#QUALITY']
Ch?c ch?n chúng tôi s? quay l?i và gi?i thi?u cho nhi?u ng??i khác.,2,['HOTEL#GENERAL']
Ch? có ?i?u ???ng h?m t? khách s?n ra bi?n có nhi?u mùi thu?c lá t? quán bar.,2,"['FOOD&DRINKS#MISCELLANEOUS', 'HOTEL#GENERAL']"
"Khách s?n Havana Nha Trang n?m ? v? tr? thu?n l?i, d?ch v? t?t, b?a sáng khá ?a d?ng, nhân viên thân thi?n.",1,"['FACILITIES#QUALITY', 'FOOD&DRINKS#STYLE&OPTIONS', 'HOTEL#GENERAL', 'SERVICE#GENERAL']"
Tôi ?ã có 1 k? ngh? hoàn toàn tho?i mái và s? quay l?i Havana trong k? ngh? t?i Nha Trang l?n sau.,1,"['FACILITIES#COMFORT', 'HOTEL#MISCELLANEOUS']"
Phòng r?ng rãi.,1,['ROOMS#GENERAL']
???c nâng h?ng phòng mi?n phí khi h?t phòng khách ??t.,1,['ROOMS#GENERAL']
B?a sáng ch?a ???c ngon & trùng món ?n nhi?u vì tôi ? 3n2d th?y 2 sáng ?n ??u gi?ng nhau.,1,['FOOD&DRINKS#QUALITY']
"H? b?i ??p, mi?n phí sauna cho khách c? trú ? ks.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#GENERAL']"
"Tôi hài lòng v?i khách s?n này, làm cho nh?ng ngày l?u trú ? Nha Trang càng thêm nhi?u ý ngh?a.",1,['HOTEL#GENERAL']
Tôi s? còn ??n nha Trang nhi?u và Hotel Havana s? là l?a ch?n hàng ??u c?a tôi.,1,['HOTEL#GENERAL']
"Thành ph? thanh bình, bãi bi?n ??p, khí h?u tuy?t v?i, khách s?n sang tr?ng n?m ? trung tâm khu du l?ch, ??i ng? ph?c v? chuyên nghi?p.",1,"['FACILITIES#DESIGN&FEATURES', 'HOTEL#GENERAL', 'LOCATION#GENERAL', 'SERVICE#GENERAL']"
?ó là t?t c? nh?ng gì tôi c?m t??ng v? Nha Trang và khách s?n Havana.,1,['HOTEL#GENERAL']
"Ph?c v? t?t, view bi?n, sky lounge ??p, d?ch v? ??a ?ón sân bay thu?n ti?n.",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#QUALITY', 'ROOMS#DESIGN&FEATURES', 'SERVICE#GENERAL']"
"N?m ? m?t bi?n, v? trí trung tâm thu?n ti?n.",1,['LOCATION#GENERAL']
Có ???ng h?m ?i th?ng t? khách s?n ra bi?n an toàn và riêng bi?t.,1,['HOTEL#GENERAL']
G?n nhà hàng và các ?i?m th?m quan.,1,['HOTEL#GENERAL']
"Kha?ch sa?n n??m ngay sa?t biê?n, co? lô?i thông ra biê?n t?? tâ?ng hâ?m nên râ?t thuâ?n tiê?n cho ?i la?i.",1,['HOTEL#GENERAL']
?ô? ?n sa?ng ?a da?ng va? ngon.,1,"['FOOD&DRINKS#QUALITY', 'FOOD&DRINKS#STYLE&OPTIONS']"
"Phu?c vu? ?ê?n 10h sang nên nê?u ba?n dâ?y muô?n, vâ?n co? thê? thoa?i ma?i th???ng th???ng ?ô? ?n sa?ng, ca? phê v??i view nhi?n ra bê? b?i râ?t ?e?p.",1,"['FACILITIES#COMFORT', 'FACILITIES#DESIGN&FEATURES', 'SERVICE#GENERAL']"
"Pho?ng ngu? sa?ch se?, rô?ng ra?i, co? bê?p (tuy nhiên la?i không co? ?ô? bê?p nên hâ?u nh? không s?? du?ng ???c bê?p).",1,"['FACILITIES#CLEANLINESS', 'ROOMS#GENERAL']"
"Lê? tân câ?n t??i c???i vui ve? khi kha?ch ra va?o kha?ch sa?n, kê? ca? khi tiê?p kha?ch m??i lâ?n cha?o ho?i kha?ch ?ang ?? Kha?ch sa?n.",1,['HOTEL#GENERAL']
"Khách s?n s?ch s?, phòng ?c g?n gàng, ???ng ra bãi t?m thu?n ti?n, v? trí trung tâm.",1,"['FACILITIES#CLEANLINESS', 'HOTEL#GENERAL', 'LOCATION#GENERAL', 'ROOMS#GENERAL']"
"Tuy nhiên, có th? do áp l?c n??c t? trên cao, ?ôi khi n??c trong b?n c?u b? b?n ra sàn phòng t?m, ?nh h??ng ??n tâm lý khách du l?ch.",1,['ROOMS#GENERAL']
S?ch và chuyen nghiep.,1,['FACILITIES#CLEANLINESS']
"Nhung sofa co van de, mình và cháu c?a mình ??u b? gh? b?ng sau khi tiep xuc vs sofa.",1,['HOTEL#GENERAL']
Buffe t?i t?m ???c co l? do deal...thích nh?t là cai view bien tu tren cao r?t ??p.,1,['FACILITIES#DESIGN&FEATURES']
Có d?p se quay l?i.,1,['HOTEL#GENERAL']
"Ca?m ?n Havana Nha Trang ?a? ?em ?ê?n cho gia ?i?nh tôi nh??ng giây phu?t va? s?? tra?i nghiê?m vô cu?ng ha?nh phu?c, Châ?t l???ng di?ch vu? thâ?t s?? ha?i lo?ng.",1,"['FACILITIES#MISCELLANEOUS', 'FACILITIES#QUALITY', 'SERVICE#GENERAL']"
Mong se? ????c tr?? la?i v??i Havana Nha Trang trong mô?t di?p gâ?n ?ây.,1,['HOTEL#GENERAL']
Thân!,1,['HOTEL#GENERAL']
"Phòng r?t ??p, d?ch v? t?tCh? có 1 ?i?u là r?t nhi?u ng??i trung qu?cHavana nên h?c t?p các ksan khác cao c?p quanh khu v?c là nên h?n ch? ng??it trung qu?c ?? nâng cao uy tín cua ksan?? ?n buffet c?n ?a d?ng h?n vì qá nhièu tinh b?t cho bu?i sáng,",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#QUALITY', 'FOOD&DRINKS#STYLE&OPTIONS', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
Gia dinh minh da co ky nghi tuyet voi o Havana.,2,['HOTEL#GENERAL']
Nhat dinh neu co dip minh se van chon Havana lam noi nghi cua minh.,2,['HOTEL#GENERAL']
Mong rang Havana luon giu cach phuc vu khach hang tot nhu hien tai.,2,['HOTEL#GENERAL']
Tuy nhien chi co mot gop y nho la nuoc day nuoc trong be boi tuong doi lanh,2,['HOTEL#GENERAL']
"Gia ?ình tôi ?ã ? khách s?n Havana h?n 2 l?n r?i, m?i th? hai v? ch?ng và hai con ??u thích thú.",1,['HOTEL#GENERAL']
"?n sáng ngon, phòng ?c s?ch s?, Wifi m?nh.",1,"['FACILITIES#CLEANLINESS', 'FOOD&DRINKS#QUALITY', 'ROOMS#GENERAL']"
V? trí phòng nhìn ra bi?n th?t là th? giãn.,1,"['LOCATION#GENERAL', 'ROOMS#GENERAL']"
"Nh?ng ?i?m y?u chung ? Nha Trang không riêng gì khách s?n Havana là ng??i Trung qu?c ?i du l?ch nhi?u quá, h?u nh? toàn khách s?n ít có ng??i vi?t Nam.",1,['HOTEL#GENERAL']
"Thành ra th?t s? không ???c tho?i mái l?m, c?m th?y không yên t?nh tí nào.",1,"['FACILITIES#COMFORT', 'HOTEL#COMFORT']"
"Ngay s?nh ng?i ? khách s?n thi?t mình không mu?n ng?i luôn, vì th?y ?n ào náo nhi?t quá.",1,['HOTEL#GENERAL']
Tình hình chung c?a n?m g?n ?ây.,1,['HOTEL#GENERAL']
"N?m 2014 v?n ch?a th?y khách Trung qu?c nhi?u, khách Nga d? th??ng nh? nhàng.",1,['HOTEL#GENERAL']
Mình r?t hài lòng v?i s? ph?c v? c?a khách s?n.,1,"['HOTEL#GENERAL', 'SERVICE#GENERAL']"
"Nhân viên làm vi?c chuyên nghi?p, nhã nh?n.",1,['SERVICE#GENERAL']
Thích thi?t k? ???ng h?m ra bãi bi?n.,1,"['FACILITIES#DESIGN&FEATURES', 'LOCATION#GENERAL']"
Nh?ng d?ch v? b? tr? r?t ti?n ích.,1,"['FACILITIES#GENERAL', 'SERVICE#GENERAL']"
Buffet ?n sáng r?t phong phú nh?ng h?i ít h?i s?n.,1,['FOOD&DRINKS#STYLE&OPTIONS']
"v? trí khách s?n thu?n l?i, c? c? s? v?t ch?t r?t t?t,d?ch v? gi?i trí bar r?t chuyên nghi?p, kh?u v? th?c ?n t? ch?n r?t ngon và phong phú ,nhân viên ph?c v? r?t t?t, nói chung là t?t c? gia ?ình tôi r?t hài lòng...",1,"['FACILITIES#GENERAL', 'FACILITIES#MISCELLANEOUS', 'FACILITIES#QUALITY', 'FOOD&DRINKS#MISCELLANEOUS', 'FOOD&DRINKS#QUALITY', 'FOOD&DRINKS#STYLE&OPTIONS', 'HOTEL#GENERAL', 'LOCATION#GENERAL', 'SERVICE#GENERAL']"
"L?n ??u ngh? t?i Havana, tôi th?y nhân viên ? ?ây r?t nhi?t tình và t?n tu? v?i công vi?c.",1,['SERVICE#GENERAL']
"Phòng ?c và quang c?nh t?i Havana r?t ??p, tôi r?t thích.",1,"['FACILITIES#DESIGN&FEATURES', 'ROOMS#GENERAL']"
??t bi?t là ???ng ?i d??i lòng ??t ?? ra bi?n làm tôi c?m th?y an toàn h?n.,1,['HOTEL#GENERAL']
"Buffet sáng t?i khách s?n c?ng ?a d?ng nh?ng sang ??n ngày th? 2 và nh?ng ngày sau ?ó thì không có gì m?i m?, ?? ?n l?p ?i l?p l?i hàng ngày( n?u b?a sáng ?a d?ng h?n thì thâtk tuy?t v?i) .",1,"['FOOD&DRINKS#STYLE&OPTIONS', 'HOTEL#GENERAL']"
Dù có vài ?i?u ch?a ?ng nh?ng tôi v?n ch?n Havana là ?i?m ??n ngh? d??ng c?a tôi khi ??n Nha trang.,1,['HOTEL#GENERAL']
"Tôi ? c?n h? và th?y r?t bt,?ông ?úc và h?t s?c ?n ào, b? ph?n l? tân chuyên môn kém, nh?ng ?i?u trên ?ã làm h?ng chuy?n ?i ngh? c?a gia ?ình tôi.",0,['HOTEL#GENERAL']
R?t may m?y ngày sau gia ?ình tôi chuy?n vào vinper ?,0,['HOTEL#GENERAL']
"Tôi ??t ???c qua ng??i quen v?i giá t?t, ? phòng suite ti?n nghi r?t ??y ??.",1,"['FACILITIES#COMFORT', 'FACILITIES#QUALITY', 'ROOMS#GENERAL']"
"Khách s?n ? gi?a trung tâm, thu?n ti?n ?i l?i, có th? ?i b? ra ch? ?êm.",1,['HOTEL#GENERAL']
Có ???ng h?m ?i ra bi?n.,1,['HOTEL#GENERAL']
?i?m tr? duy nh?t là b? b?i h?i b? hút gió,1,['HOTEL#GENERAL']
"Khách s?n ?ông khách nh?ng s? s?p x?p ?ón khách là khá c?u th?, khách ??ng tràn ? khu v?c reception và không bi?t s? ti?p ai tr??c ai.",0,['HOTEL#GENERAL']
"Khu v?c s?nh lobby thì ?ông ?úc, nh?n nháo, không x?ng v?i tiêu chu?n 5* c?a KS t? phong cho mình.",0,['HOTEL#GENERAL']
Tuyet voi.,1,['HOTEL#GENERAL']
Gia dinh toi rat hai long.,1,['HOTEL#GENERAL']
Chi co mot dieu la khach Trung Quoc qua nhieu.,1,['HOTEL#GENERAL']
Nha an on ao va dong duc.,1,['HOTEL#GENERAL']
"Tuy nhien, phong oc rat dep va tien nghi.",1,['HOTEL#GENERAL']
Chat luong anh sang tot.,1,['HOTEL#GENERAL']
Do an nhieu va da dang.,1,['HOTEL#GENERAL']
"Quá ?ông khách Trung Qu?c , các th??ng ?? ng??i Trung Qu?c nào balo, nào m? r?ng vành , ch?t h?t c? khu s?nh l?n ?? check in .",1,['HOTEL#GENERAL']
Có l? c?n làm khu check in riêng cho khách Trung Qu?c thì t?t h?n .,1,['FACILITIES#QUALITY']
See u !,1,['HOTEL#GENERAL']
Phong cuc ky dep va rong.,1,['HOTEL#GENERAL']
"Toi book phong nho hon ma khi den noi, ks lai tang toi phong to hon va gia van giu nguyen.",1,['HOTEL#GENERAL']
Phong co view nhin ra bien doi dien giuong rat dep.,1,['HOTEL#GENERAL']
"Ks co duong ham de di ra bien, k can fai bang qua duong.",1,['HOTEL#GENERAL']
Nhan vien lich su.,1,['HOTEL#GENERAL']
Co dieu buffet toi k dac sac.,1,['FOOD&DRINKS#STYLE&OPTIONS']
"Dù nhi?u khách s?n h?ng sang m?i và s?p ???c khai tr??ng nh?ng Havana v?n có ?u th? l?n v? v? trí (khu v?c t?p trung các khách s?n cao c?p, g?n trung tâm th??ng m?i, g?n ch? ?êm).",1,"['HOTEL#GENERAL', 'LOCATION#GENERAL']"
"Ngoài ra, v?i chi?u cao n?i tr?i và kho?ng cách v?a ?? v?i khách s?n hàng xóm, b?n có th? ng?m toàn c?nh v?nh Tra Trang t? gi??ng ng?.",1,['HOTEL#GENERAL']
"N?m nay th?i ti?t Nha Trang có v? h?i khác th??ng, nhi?u ngày gió l?nh, mây mù, h?u nh? không t?m bi?n ???c, b? b?i trên t?ng 5 c?a khách s?n ???c thi?t k? thoáng 3 m?t, hút gió r?t m?nh, ch? có th? t?m ???c bu?i tr?a nh?ng ngày n?ng nóng (t?t nhiên ai ch?u l?nh t?t thì t?m c? ngày ?êm, hehe).",1,"['FACILITIES#DESIGN&FEATURES', 'FACILITIES#QUALITY', 'HOTEL#GENERAL']"
"Khu xông h?i và b? jacuzzi không có gì ??c s?c, c?ng ch? m?y ai dùng dù khách s?n có t?i h?n 1.000 phòng, b?n vào ?ó m?t mình và ph?i g?i nhân viên vào kh?i ??ng m?i th? t? ??u.",1,"['HOTEL#GENERAL', 'ROOMS#GENERAL', 'SERVICE#GENERAL']"
